service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
246085724608592,0,0,0,0,0,0,0,20250327,20251123
246086424609164,0,0,0,0,0,0,0,20250327,20251123
246086424609162,0,0,0,0,0,0,0,20250327,20251123
246086424609163,0,0,0,0,0,0,0,20250327,20251123
246092724610003,0,0,0,0,0,0,0,20250327,20251123
246092724610002,0,0,0,0,0,0,0,20250327,20251123
246092724610001,0,0,0,0,0,0,0,20250327,20251123
246077024608545,0,0,0,0,0,0,0,20250327,20251123
246086824610015,0,0,0,0,0,0,0,20250327,20251123
246076624608193,0,0,0,0,0,0,0,20250327,20251123
246076624608195,0,0,0,0,0,0,0,20250327,20251123
246076624608191,0,0,0,0,0,0,0,20250327,20251123
246082324608263,0,0,0,0,0,0,0,20250327,20251123
246082924608544,0,0,0,0,0,0,0,20250327,20251123
246086424609174,0,0,0,0,0,0,0,20250327,20251123
246086424609175,0,0,0,0,0,0,0,20250327,20251123
246086424609171,0,0,0,0,0,0,0,20250327,20251123
246086424609172,0,0,0,0,0,0,0,20250327,20251123
246092724610012,0,0,0,0,0,0,0,20250327,20251123
246092724610015,0,0,0,0,0,0,0,20250327,20251123
246092724610011,0,0,0,0,0,0,0,20250327,20251123
246092724610013,0,0,0,0,0,0,0,20250327,20251123
246092724610014,0,0,0,0,0,0,0,20250327,20251123
246076624608114,0,0,0,0,0,0,0,20250327,20251123
246076624608113,0,0,0,0,0,0,0,20250327,20251123
246081524608171,0,0,0,0,0,0,0,20250327,20251123
246084324608452,0,0,0,0,0,0,0,20250327,20251123
246085024608533,0,0,0,0,0,0,0,20250327,20251123
246089224609091,0,0,0,0,0,0,0,20250327,20251123
246091324609164,0,0,0,0,0,0,0,20250327,20251123
246076624608182,0,0,0,0,0,0,0,20250327,20251123
246076624608184,0,0,0,0,0,0,0,20250327,20251123
246076624608181,0,0,0,0,0,0,0,20250327,20251123
246082924608533,0,0,0,0,0,0,0,20250327,20251123
246082924608532,0,0,0,0,0,0,0,20250327,20251123
246081524608193,0,0,0,0,0,0,0,20250327,20251123
246082924609092,0,0,0,0,0,0,0,20250327,20251123
246082924609091,0,0,0,0,0,0,0,20250327,20251123
246082924609094,0,0,0,0,0,0,0,20250327,20251123
246088924608895,0,0,0,0,0,0,0,20250327,20251123
246095224610015,0,0,0,0,0,0,0,20250327,20251123
246081224608125,0,0,0,0,0,0,0,20250327,20251123
246091024609105,0,0,0,0,0,0,0,20250327,20251123
246093824609455,0,0,0,0,0,0,0,20250327,20251123
246084624608464,0,0,0,0,0,0,0,20250327,20251123
246089224608951,0,0,0,0,0,0,0,20250327,20251123
246094824610013,0,0,0,0,0,0,0,20250327,20251123
246094824610011,0,0,0,0,0,0,0,20250327,20251123
246094824610015,0,0,0,0,0,0,0,20250327,20251123
246094524609455,0,0,0,0,0,0,0,20250327,20251123
246077124610026,0,0,0,0,0,0,0,20250327,20251123
246076524608147,0,0,0,0,0,0,0,20250327,20251123
246085624608615,0,0,0,0,0,0,0,20250327,20251123
246086324609127,0,0,0,0,0,0,0,20250327,20251123
246091924609207,0,0,0,0,0,0,0,20250327,20251123
246091924609201,0,0,0,0,0,0,0,20250327,20251123
246092624609967,0,0,0,0,0,0,0,20250327,20251123
246082824609127,0,0,0,0,0,0,0,20250327,20251123
246082124608217,0,0,0,0,0,0,0,20250327,20251123
246084824608556,0,0,0,0,0,0,0,20250327,20251123
246092524609256,0,0,0,0,0,0,0,20250327,20251123
246077024608125,0,0,0,0,0,0,0,20250327,20251123
246086824609105,0,0,0,0,0,0,0,20250327,20251123
246082624608545,0,0,0,0,0,0,0,20250327,20251123
246092424610015,0,0,0,0,0,0,0,20250327,20251123
246077324607762,0,0,0,0,0,0,0,20250327,20251123
246078024608184,0,0,0,0,0,0,0,20250327,20251123
246078024608182,0,0,0,0,0,0,0,20250327,20251123
246085024608602,0,0,0,0,0,0,0,20250327,20251123
246085024608604,0,0,0,0,0,0,0,20250327,20251123
246087124608814,0,0,0,0,0,0,0,20250327,20251123
246094824610001,0,0,0,0,0,0,0,20250327,20251123
246094824610002,0,0,0,0,0,0,0,20250327,20251123
246094824610004,0,0,0,0,0,0,0,20250327,20251123
246094824610003,0,0,0,0,0,0,0,20250327,20251123
246089924609012,0,0,0,0,0,0,0,20250327,20251123
246092824609304,0,0,0,0,0,0,0,20250327,20251123
246076524607713,0,0,0,0,0,0,0,20250327,20251123
246077224607777,0,0,0,0,0,0,0,20250327,20251123
246078624610025,0,0,0,0,0,0,0,20250327,20251123
246078624610026,0,0,0,0,0,0,0,20250327,20251123
246078624610024,0,0,0,0,0,0,0,20250327,20251123
246078624610021,0,0,0,0,0,0,0,20250327,20251123
246078624610027,0,0,0,0,0,0,0,20250327,20251123
246078624610022,0,0,0,0,0,0,0,20250327,20251123
246078624610023,0,0,0,0,0,0,0,20250327,20251123
246076624608151,0,0,0,0,0,0,0,20250327,20251123
246092724609971,0,0,0,0,0,0,0,20250327,20251123
246076724608193,0,0,0,0,0,0,0,20250327,20251123
246083024608542,0,0,0,0,0,0,0,20250327,20251123
246086524609172,0,0,0,0,0,0,0,20250327,20251123
246086524609173,0,0,0,0,0,0,0,20250327,20251123
246086524609174,0,0,0,0,0,0,0,20250327,20251123
246086524609175,0,0,0,0,0,0,0,20250327,20251123
246092224609243,0,0,0,0,0,0,0,20250327,20251123
246092824610014,0,0,0,0,0,0,0,20250327,20251123
246092824610013,0,0,0,0,0,0,0,20250327,20251123
246092824610012,0,0,0,0,0,0,0,20250327,20251123
246082924609131,0,0,0,0,0,0,0,20250327,20251123
246083924608394,0,0,0,0,0,0,0,20250327,20251123
246081524608151,0,0,0,0,0,0,0,20250327,20251123
246086224608626,0,0,0,0,0,0,0,20250327,20251123
246095324610026,0,0,0,0,0,0,0,20250327,20251123
246082824608287,0,0,0,0,0,0,0,20250327,20251123
246093324609967,0,0,0,0,0,0,0,20250327,20251123
246094024609967,0,0,0,0,0,0,0,20250327,20251123
246081324608276,0,0,0,0,0,0,0,20250327,20251123
246084124609116,0,0,0,0,0,0,0,20250327,20251123
246093924610026,0,0,0,0,0,0,0,20250327,20251123
246076524608007,0,0,0,0,0,0,0,20250327,20251123
246084224609127,0,0,0,0,0,0,0,20250327,20251123
246090924609104,0,0,0,0,0,0,0,20250327,20251123
246083024608334,0,0,0,0,0,0,0,20250327,20251123
246082424608253,0,0,0,0,0,0,0,20250327,20251123
246083724608394,0,0,0,0,0,0,0,20250327,20251123
246087224608812,0,0,0,0,0,0,0,20250327,20251123
246090724609082,0,0,0,0,0,0,0,20250327,20251123
246091524609234,0,0,0,0,0,0,0,20250327,20251123
246089924608991,0,0,0,0,0,0,0,20250327,20251123
246076524608205,0,0,0,0,0,0,0,20250327,20251123
246076524608206,0,0,0,0,0,0,0,20250327,20251123
246082824608557,0,0,0,0,0,0,0,20250327,20251123
246082824608556,0,0,0,0,0,0,0,20250327,20251123
246085624608627,0,0,0,0,0,0,0,20250327,20251123
246086324609187,0,0,0,0,0,0,0,20250327,20251123
246086324609186,0,0,0,0,0,0,0,20250327,20251123
246091924609251,0,0,0,0,0,0,0,20250327,20251123
246092624610026,0,0,0,0,0,0,0,20250327,20251123
246092624610025,0,0,0,0,0,0,0,20250327,20251123
246083724608405,0,0,0,0,0,0,0,20250327,20251123
246094924610014,0,0,0,0,0,0,0,20250327,20251123
246094924610015,0,0,0,0,0,0,0,20250327,20251123
246081824608265,0,0,0,0,0,0,0,20250327,20251123
246091524609243,0,0,0,0,0,0,0,20250327,20251123
246082924609162,0,0,0,0,0,0,0,20250327,20251123
246082924609164,0,0,0,0,0,0,0,20250327,20251123
246082924609163,0,0,0,0,0,0,0,20250327,20251123
246085024608814,0,0,0,0,0,0,0,20250327,20251123
246085024608813,0,0,0,0,0,0,0,20250327,20251123
246076624607721,0,0,0,0,0,0,0,20250327,20251123
246076624607726,0,0,0,0,0,0,0,20250327,20251123
246077524607865,0,0,0,0,0,0,0,20250327,20251123
246078724610033,0,0,0,0,0,0,0,20250327,20251123
246078724610035,0,0,0,0,0,0,0,20250327,20251123
246078724610036,0,0,0,0,0,0,0,20250327,20251123
246078724610037,0,0,0,0,0,0,0,20250327,20251123
246078724610034,0,0,0,0,0,0,0,20250327,20251123
246078724610031,0,0,0,0,0,0,0,20250327,20251123
246078724610032,0,0,0,0,0,0,0,20250327,20251123
246077124608556,0,0,0,0,0,0,0,20250327,20251123
246086924610026,0,0,0,0,0,0,0,20250327,20251123
246093324609347,0,0,0,0,0,0,0,20250327,20251123
246076624607671,0,0,0,0,0,0,0,20250327,20251123
246076624607672,0,0,0,0,0,0,0,20250327,20251123
246081624608162,0,0,0,0,0,0,0,20250327,20251123
246086424608651,0,0,0,0,0,0,0,20250327,20251123
246090624609093,0,0,0,0,0,0,0,20250327,20251123
246081724608184,0,0,0,0,0,0,0,20250327,20251123
246088624608884,0,0,0,0,0,0,0,20250327,20251123
246090024609024,0,0,0,0,0,0,0,20250327,20251123
246077724608265,0,0,0,0,0,0,0,20250327,20251123
246077924608147,0,0,0,0,0,0,0,20250327,20251123
246086324608987,0,0,0,0,0,0,0,20250327,20251123
246078524610026,0,0,0,0,0,0,0,20250327,20251123
246082824608987,0,0,0,0,0,0,0,20250327,20251123
246076524609967,0,0,0,0,0,0,0,20250327,20251123
246076524610021,0,0,0,0,0,0,0,20250327,20251123
246076524610027,0,0,0,0,0,0,0,20250327,20251123
246076524610025,0,0,0,0,0,0,0,20250327,20251123
246076524610022,0,0,0,0,0,0,0,20250327,20251123
246076524610024,0,0,0,0,0,0,0,20250327,20251123
246076524610026,0,0,0,0,0,0,0,20250327,20251123
246076524610023,0,0,0,0,0,0,0,20250327,20251123
246077924610023,0,0,0,0,0,0,0,20250327,20251123
246077924610027,0,0,0,0,0,0,0,20250327,20251123
246077924610021,0,0,0,0,0,0,0,20250327,20251123
246077924610022,0,0,0,0,0,0,0,20250327,20251123
246077924610026,0,0,0,0,0,0,0,20250327,20251123
246077924610025,0,0,0,0,0,0,0,20250327,20251123
246077924610024,0,0,0,0,0,0,0,20250327,20251123
246078724608193,0,0,0,0,0,0,0,20250327,20251123
246078724608194,0,0,0,0,0,0,0,20250327,20251123
246092724609804,0,0,0,0,0,0,0,20250327,20251123
